日期,收盘,开盘,高,低,交易量,收盘,涨跌幅
2017年7月13日,71.77,71.50,72.04,71.31,20.27,430125632,0.87
2017年7月12日,71.15,70.69,71.28,70.55,17.75,430125632,1.66
2017年7月11日,69.99,70.00,70.68,69.75,17.46,430125632,0.01
2017年7月10日,69.98,69.46,70.25,69.20,15.01,430125632,0.75
2017年7月7日,69.46,68.70,69.84,68.70,16.88,430125632,1.30
2017年7月6日,68.57,68.27,68.78,68.12,21.12,430125632,-0.74
2017年7月5日,69.08,68.25,69.44,68.22,21.18,430125632,1.33
2017年7月3日,68.17,69.33,69.60,68.02,16.17,430125632,-1.10
2017年6月30日,68.93,68.78,69.38,68.74,24.16,430125632,0.64
2017年6月29日,68.49,69.38,69.49,68.09,28.92,430125632,-1.88
2017年6月28日,69.80,69.21,69.84,68.79,25.81,430125632,0.85
2017年6月27日,69.21,70.11,70.18,69.18,25.22,430125632,-1.87
2017年6月26日,70.53,71.40,71.71,70.44,19.61,430125632,-0.95
2017年6月23日,71.21,70.09,71.25,69.92,27.62,430125632,1.35
2017年6月22日,70.26,70.54,70.59,69.71,22.97,430125632,-0.01
2017年6月21日,70.27,70.21,70.62,69.94,19.89,430125632,0.51
2017年6月20日,69.91,70.82,70.87,69.87,21.51,430125632,-1.35
2017年6月19日,70.87,70.50,70.94,70.35,23.80,430125632,1.24
2017年6月16日,70.00,69.73,70.03,69.22,48.35,430125632,0.14
2017年6月15日,69.90,69.27,70.21,68.80,26.07,430125632,-0.53
2017年6月14日,70.27,70.91,71.10,69.43,25.51,430125632,-0.54
2017年6月13日,70.65,70.02,70.82,69.96,25.26,430125632,1.25
2017年6月12日,69.78,69.25,69.94,68.13,47.76,430125632,-0.77
2017年6月9日,70.32,72.03,72.08,68.59,49.19,430125632,-2.27
2017年6月8日,71.95,72.51,72.52,71.50,24.59,430125632,-0.61
2017年6月7日,72.39,72.64,72.77,71.95,22.30,430125632,-0.18
2017年6月6日,72.52,72.30,72.62,72.27,31.51,430125632,0.33
2017年6月5日,72.28,71.97,72.89,71.81,33.32,430125632,0.72
2017年6月2日,71.76,70.44,71.86,70.24,34.77,430125632,2.37
2017年6月1日,70.10,70.24,70.61,69.45,21.60,430125632,0.37
2017年5月31日,69.84,70.53,70.74,69.81,30.44,430125632,-0.81
2017年5月30日,70.41,69.79,70.41,69.77,17.07,430125632,0.64
2017年5月26日,69.96,69.80,70.22,69.52,19.83,430125632,0.49
2017年5月25日,69.62,68.97,69.88,68.91,21.85,430125632,1.24
2017年5月24日,68.77,68.87,68.88,68.45,14.67,430125632,0.13
2017年5月23日,68.68,68.72,68.75,68.38,15.43,430125632,0.34
2017年5月22日,68.45,67.89,68.50,67.50,16.24,430125632,1.12
2017年5月19日,67.69,67.50,68.09,67.43,26.96,430125632,-0.03
2017年5月18日,67.71,67.40,68.13,67.14,25.20,430125632,0.34
2017年5月17日,67.48,68.89,69.10,67.43,30.55,430125632,-2.78
2017年5月16日,69.41,68.23,69.44,68.16,34.96,430125632,1.43
2017年5月15日,68.43,68.14,68.48,67.57,31.53,430125632,0.07
2017年5月12日,68.38,68.61,68.61,68.04,18.71,430125632,-0.12
2017年5月11日,68.46,68.36,68.73,68.12,28.79,430125632,-1.23
2017年5月10日,69.31,68.99,69.56,68.92,17.98,430125632,0.39
2017年5月9日,69.04,68.86,69.28,68.68,22.86,430125632,0.15
2017年5月8日,68.94,68.97,69.05,68.42,18.57,430125632,-0.09
2017年5月5日,69.00,68.90,69.03,68.48,19.13,430125632,0.28
2017年5月4日,68.81,69.03,69.08,68.64,21.75,430125632,-0.39
2017年5月3日,69.08,69.38,69.38,68.71,28.93,430125632,-0.32
2017年5月2日,69.30,69.71,69.71,69.13,23.91,430125632,-0.16
2017年5月1日,69.41,68.68,69.55,68.50,31.95,430125632,1.39
2017年4月28日,68.46,68.91,69.14,67.69,39.55,430125632,0.28
2017年4月27日,68.27,68.15,68.38,67.58,34.97,430125632,0.65
2017年4月26日,67.83,68.08,68.31,67.62,26.19,430125632,-0.13
2017年4月25日,67.92,67.90,68.04,67.60,30.24,430125632,0.58
2017年4月24日,67.53,67.48,67.66,67.10,29.77,430125632,1.70
2017年4月21日,66.40,65.67,66.70,65.45,32.52,430125632,1.37
2017年4月20日,65.50,65.46,65.75,65.14,22.30,430125632,0.71
2017年4月19日,65.04,65.65,65.75,64.89,26.99,430125632,-0.54
2017年4月18日,65.39,65.33,65.71,65.16,15.16,430125632,-0.14
2017年4月17日,65.48,65.04,65.49,65.01,16.69,430125632,0.82
2017年4月13日,64.95,65.29,65.86,64.95,17.90,430125632,-0.43
2017年4月12日,65.23,65.42,65.51,65.11,17.11,430125632,-0.38
2017年4月11日,65.48,65.60,65.61,64.85,18.79,430125632,-0.08
2017年4月10日,65.53,65.61,65.82,65.36,17.95,430125632,-0.23
2017年4月7日,65.68,65.85,65.96,65.44,14.11,430125632,-0.08
2017年4月6日,65.73,65.60,66.06,65.48,18.10,430125632,0.26
2017年4月5日,65.56,66.30,66.35,65.44,21.45,430125632,-0.26
2017年4月4日,65.73,65.39,65.81,65.28,13.00,430125632,0.27
2017年4月3日,65.55,65.81,65.94,65.19,20.40,430125632,-0.47
2017年3月31日,65.86,65.65,66.19,65.45,21.04,430125632,0.23
2017年3月30日,65.71,65.42,65.98,65.36,15.12,430125632,0.37
2017年3月29日,65.47,65.12,65.50,64.95,13.62,430125632,0.28
2017年3月28日,65.29,64.96,65.47,64.65,20.08,430125632,0.29
2017年3月27日,65.10,64.63,65.22,64.35,18.61,430125632,0.18
2017年3月24日,64.98,65.12,65.45,64.76,22.62,430125632,0.17
2017年3月23日,64.87,64.94,65.23,64.77,19.27,430125632,-0.25
2017年3月22日,65.03,64.12,65.14,64.12,20.68,430125632,1.28
2017年3月21日,64.21,65.19,65.50,64.13,26.64,430125632,-1.11
2017年3月20日,64.93,64.91,65.17,64.72,14.60,430125632,0.09
2017年3月17日,64.87,64.91,65.24,64.68,49.22,430125632,0.36
2017年3月16日,64.64,64.75,64.76,64.30,20.67,430125632,-0.17
2017年3月15日,64.75,64.55,64.92,64.25,24.83,430125632,0.53
2017年3月14日,64.41,64.53,64.55,64.15,14.28,430125632,-0.46
2017年3月13日,64.71,65.01,65.19,64.57,20.10,430125632,-0.34
2017年3月10日,64.93,65.11,65.26,64.75,19.54,430125632,0.31
2017年3月9日,64.73,65.19,65.20,64.48,19.85,430125632,-0.40
2017年3月8日,64.99,64.26,65.08,64.25,21.51,430125632,0.92
2017年3月7日,64.40,64.19,64.78,64.19,18.52,430125632,0.20
2017年3月6日,64.27,63.97,64.56,63.81,18.75,430125632,0.03
2017年3月3日,64.25,63.99,64.28,63.62,18.14,430125632,0.37
2017年3月2日,64.01,64.69,64.75,63.88,24.54,430125632,-1.43
2017年3月1日,64.94,64.13,64.99,64.02,26.94,430125632,1.50
2017年2月28日,63.98,64.08,64.20,63.76,23.24,430125632,-0.39
2017年2月27日,64.23,64.54,64.54,64.05,15.87,430125632,-0.60
2017年2月24日,64.62,64.53,64.80,64.14,21.80,430125632,0.00
2017年2月23日,64.62,64.42,64.73,64.19,20.27,430125632,0.40
2017年2月22日,64.36,64.33,64.39,64.05,19.29,430125632,-0.20
2017年2月21日,64.49,64.61,64.95,64.45,20.66,430125632,-0.20
2017年2月17日,64.62,64.47,64.69,64.30,21.25,430125632,0.16
2017年2月16日,64.52,64.74,65.24,64.44,20.55,430125632,-0.02
2017年2月15日,64.53,64.50,64.57,64.16,17.01,430125632,-0.06
2017年2月14日,64.57,64.41,64.72,64.02,23.11,430125632,-0.23
2017年2月13日,64.72,64.24,64.86,64.13,22.92,430125632,1.13
2017年2月10日,64.00,64.25,64.30,63.98,18.17,430125632,-0.09
2017年2月9日,64.06,63.52,64.44,63.32,22.64,430125632,1.14
2017年2月8日,63.34,63.57,63.81,63.22,18.10,430125632,-0.14
2017年2月7日,63.43,63.74,63.78,63.23,20.28,430125632,-0.33
2017年2月6日,63.64,63.50,63.65,63.14,19.80,430125632,-0.06
2017年2月3日,63.68,63.50,63.70,63.07,30.30,430125632,0.81
2017年2月2日,63.17,63.25,63.41,62.75,45.83,430125632,-0.64
2017年2月1日,63.58,64.36,64.62,63.47,39.67,430125632,-1.66
2017年1月31日,64.65,64.86,65.15,64.26,25.27,430125632,-0.74
2017年1月30日,65.13,65.69,65.79,64.80,31.65,430125632,-0.99
